"","species_common_name","species","location","recordingDate","method","taskLength","transcriber","speciesIndividualNumber","vocalization","abundance","startTime","tagLength","minFreq","maxFreq","internal_tag_id","Latitude","Longitude","species_id","species_genus","species_name","species_class","species_order","species_family","scientific_name","species_code","category","taxon_order","order","family","report_as"
"602","Hermit Thrush","HETH","WolfesIsland698161"," 2022-06-07 06:27:27","1SPM",180,"Sarah Neima",1,"Song","1",65.8,1.33,978.54,4686.7,3455090,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"603","Hermit Thrush","HETH","PortJoli797397"," 2021-06-18 05:38:11","1SPM",180,"Sarah Neima",2,"Song","1",53.31,1.75,1545.06,3553.65,3410360,43.8778,-64.8997,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"604","Hermit Thrush","HETH","SandPond5826"," 2021-07-24 20:57:03","1SPM",180,"Lindsay Colyn",2,"Song","1",122,1.16,1081.55,4480.69,3440696,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"605","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",4,"Song","1",60.01,0.69,3296.14,6025.75,3409496,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"606","Hermit Thrush","HETH","PortJoli797397"," 2021-06-21 21:06:52","1SPM",180,"Lindsay Colyn",1,"Call","1",2.18,0.91,1648.07,4326.18,3406781,43.8778,-64.8997,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"607","Hermit Thrush","HETH","PortJoli797397"," 2021-06-24 09:09:26","1SPM",180,"Lindsay Colyn",1,"Song","1",34.59,0.92,1854.08,5201.72,3410745,43.8778,-64.8997,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"608","Hermit Thrush","HETH","WolfesIsland698161"," 2022-06-12 07:56:18","1SPM",180,"Lindsay Colyn",1,"Song","1",123.48,1.42,1905.58,4532.19,3440728,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"609","Hermit Thrush","HETH","PortJoli797397"," 2021-06-24 06:09:26","1SPM",180,"Sarah Neima",1,"Call","1",61.98,0.51,1390.56,3914.16,3409580,43.8778,-64.8997,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"610","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",3,"Song","1",127.79,1.17,1648.07,4532.19,3409502,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"611","Hermit Thrush","HETH","SandPond5826"," 2021-07-24 20:57:03","1SPM",180,"Lindsay Colyn",5,"Call","1",3.61,0.57,1648.07,3656.65,3454507,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"612","Hermit Thrush","HETH","SandPond5826"," 2021-07-24 20:57:03","1SPM",180,"Lindsay Colyn",3,"Call","1",41.86,0.89,1287.55,4635.19,3440691,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"613","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-04 17:14:17","1SPM",180,"Lindsay Colyn",1,"Song","1",65.14,1.71,772.53,5613.73,3411000,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"614","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-21 06:08:48","1SPM",180,"Lindsay Colyn",1,"Song","1",60.18,1.07,1287.55,3914.16,3411652,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"615","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",3,"Song","1",60.01,1.02,978.54,3553.65,3409497,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"616","Hermit Thrush","HETH","WolfesIsland698161"," 2022-06-03 20:22:16","1SPM",180,"Sarah Neima",1,"Song","1",124.5,1.58,1390.56,5459.23,3451123,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"617","Hermit Thrush","HETH","SandPond5826"," 2021-07-10 10:52:11","1SPM",180,"Lindsay Colyn",2,"Song","1",3.19,1.2,1596.57,4944.21,3440014,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"618","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 08:16:16","1SPM",180,"Lindsay Colyn",1,"Song","1",2.78,1.76,1339.06,4223.18,3439993,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"619","Hermit Thrush","HETH","WolfesIsland698161"," 2022-06-07 06:27:27","1SPM",180,"Sarah Neima",1,"Song","1",9.54,1.61,1030.04,4738.2,3451193,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"620","Hermit Thrush","HETH","WolfesIsland698161"," 2022-06-14 17:56:06","1SPM",180,"Lindsay Colyn",1,"Song","1",152.04,1.7,927.04,4480.69,3441011,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"621","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",2,"Song","1",62.15,1.5,1390.56,4326.18,3409495,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"622","Hermit Thrush","HETH","PortJoli797397"," 2021-06-21 21:06:52","1SPM",180,"Lindsay Colyn",1,"Song","1",121.56,1.22,1133.05,4635.19,3409603,43.8778,-64.8997,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"623","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 08:16:16","1SPM",180,"Lindsay Colyn",1,"Song","1",62.64,2.17,978.54,5459.23,3440002,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"624","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-18 20:36:12","1SPM",180,"Sarah Neima",1,"Song","1",121.5,1.75,1442.06,4326.18,3405204,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"625","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",4,"Song","1",128.94,1.56,3708.15,7313.3,3409501,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"626","Hermit Thrush","HETH","PortJoli797397"," 2021-06-24 06:09:26","1SPM",180,"Sarah Neima",1,"Call","1",6.68,0.81,2575.11,5510.73,3404073,43.8778,-64.8997,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"627","Hermit Thrush","HETH","OwlsHead3879193"," 2021-06-18 05:26:26","1SPM",180,"Lindsay Colyn",1,"Song","1",2.73,2.01,721.03,3914.16,3400024,44.7388,-62.8343,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"628","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",1,"Song","1",121.55,1.74,2575.11,5613.73,3409500,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"629","Hermit Thrush","HETH","SandPond5826"," 2021-07-10 10:52:11","1SPM",180,"Lindsay Colyn",2,"Song","1",126.03,0.91,978.54,5510.73,3440683,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"630","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-18 20:36:12","1SPM",180,"Sarah Neima",2,"Song","1",42.28,1.25,1287.55,4377.68,3405183,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"631","Hermit Thrush","HETH","PortJoli797397"," 2021-06-21 21:06:52","1SPM",180,"Lindsay Colyn",2,"Call","1",34.79,0.72,772.53,4068.67,3407120,43.8778,-64.8997,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"632","Hermit Thrush","HETH","WolfesIsland698161"," 2022-06-14 17:56:06","1SPM",180,"Lindsay Colyn",1,"Song","1",33,2,875.54,6489.27,3440991,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"633","Hermit Thrush","HETH","SandPond5826"," 2021-07-24 20:57:03","1SPM",180,"Lindsay Colyn",5,"Song","1",63.49,0.62,1339.06,3811.16,3454508,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"634","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-01 10:12:33","1SPM",180,"Sarah Neima",2,"Song","1",68.05,1.29,2781.12,6077.25,3405562,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"635","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-21 06:08:48","1SPM",180,"Lindsay Colyn",2,"Song","1",125.98,1.5,1030.04,4789.7,3411681,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"636","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-04 17:14:17","1SPM",180,"Lindsay Colyn",1,"Song","1",120.28,1.62,1442.06,5150.21,3439988,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"637","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-01 10:12:33","1SPM",180,"Sarah Neima",1,"Song","1",62.65,1.81,978.54,4017.17,3405557,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"638","Hermit Thrush","HETH","SandPond5826"," 2021-07-14 17:25:26","1SPM",180,"Sarah Neima",1,"Song","1",123.11,1.72,1493.56,5150.21,3403970,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"639","Hermit Thrush","HETH","PortJoli797397"," 2021-06-18 05:38:11","1SPM",180,"Sarah Neima",1,"Song","1",62.69,1.32,1905.58,3862.66,3410363,43.8778,-64.8997,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"640","Hermit Thrush","HETH","WolfesIsland698161"," 2022-06-03 20:22:16","1SPM",180,"Sarah Neima",1,"Song","1",0.39,1.75,978.54,3862.66,3406046,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"641","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",1,"Song","1",1.04,1.66,1751.07,4377.68,3409489,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"642","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-21 06:08:48","1SPM",180,"Lindsay Colyn",2,"Song","1",2,1.11,1390.56,4120.17,3410989,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"643","Hermit Thrush","HETH","SandPond5826"," 2021-07-24 20:57:03","1SPM",180,"Lindsay Colyn",4,"Song","1",123.39,1.45,1596.57,5922.75,3440697,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"644","Hermit Thrush","HETH","SandPond5826"," 2021-07-14 17:25:26","1SPM",180,"Sarah Neima",1,"Song","1",1.19,1.36,2575.11,5974.25,3403964,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"645","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",2,"Song","1",2.48,1.18,1339.06,4274.68,3409490,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"646","Hermit Thrush","HETH","SandPond5826"," 2021-07-24 20:57:03","1SPM",180,"Lindsay Colyn",2,"Song","1",13.76,1.42,875.54,4480.69,3440690,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"647","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 08:16:16","1SPM",180,"Lindsay Colyn",2,"Song","1",61.56,1.17,103,4377.68,3440003,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"648","Hermit Thrush","HETH","SandPond5826"," 2021-07-14 17:25:26","1SPM",180,"Sarah Neima",1,"Song","1",61.3,1.61,978.54,4274.68,3403966,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"649","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-18 20:36:12","1SPM",180,"Sarah Neima",1,"Song","1",1.5,1.34,2472.1,5716.74,3405182,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"650","Hermit Thrush","HETH","SandPond5826"," 2021-07-26 07:06:57","1SPM",180,"Sarah Neima",1,"Song","1",121.39,2.34,669.53,5201.72,3404056,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"651","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",4,"Song","1",4.59,1.34,3862.66,7004.29,3409492,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"652","Hermit Thrush","HETH","WolfesIsland2439985"," 2022-06-08 08:27:06","1SPM",180,"Lindsay Colyn",1,"Song","1",1.38,2.08,309.01,5304.72,3410815,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"653","Hermit Thrush","HETH","PortJoli797397"," 2021-06-24 06:09:26","1SPM",180,"Sarah Neima",2,"Call","1",9.38,1.73,1133.05,4532.19,3409575,43.8778,-64.8997,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"654","Hermit Thrush","HETH","HogIsland2019511"," 2022-06-22 19:48:43","1SPM",180,"Sarah Neima",1,"Song","1",17.04,1.71,669.53,4171.67,3398668,45.22926,-63.7443,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"655","Hermit Thrush","HETH","SandPond5826"," 2021-07-10 10:52:11","1SPM",180,"Lindsay Colyn",1,"Song","1",0.73,0.86,1905.58,4480.69,3440013,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"656","Hermit Thrush","HETH","WolfesIsland698161"," 2022-06-03 20:22:16","1SPM",180,"Sarah Neima",2,"Song","1",63.73,1.6,1081.55,4635.19,3450934,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"657","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-01 10:12:33","1SPM",180,"Sarah Neima",2,"Song","1",6.01,1.4,3090.13,6334.76,3405561,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"658","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 08:16:16","1SPM",180,"Lindsay Colyn",2,"Song","1",19.08,1.28,772.53,4068.67,3440004,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"659","Hermit Thrush","HETH","SandPond5826"," 2021-07-10 10:52:11","1SPM",180,"Lindsay Colyn",1,"Song","1",61.85,1.2,3605.15,6592.27,3440680,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"660","Hermit Thrush","HETH","WolfesIsland698161"," 2022-06-03 20:22:16","1SPM",180,"Sarah Neima",3,"Song","1",121.83,1.55,1287.55,4120.17,3451131,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"661","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-18 20:36:12","1SPM",180,"Sarah Neima",2,"Song","1",103.24,2.11,1236.05,4377.68,3405201,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"662","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-18 20:36:12","1SPM",180,"Sarah Neima",1,"Song","1",60.01,0.83,1030.04,4171.67,3405188,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"663","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",1,"Song","1",62.85,1.63,2472.1,5304.72,3409498,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"664","Hermit Thrush","HETH","OwlsHead3879193"," 2021-07-05 10:33:08","1SPM",180,"Sarah Neima",1,"Song","1",166.23,1.65,1905.58,4892.7,3400251,44.7388,-62.8343,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"665","Hermit Thrush","HETH","SandPond5826"," 2021-07-26 07:06:57","1SPM",180,"Sarah Neima",1,"Song","1",1.01,1.92,412.02,3862.66,3404037,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"666","Hermit Thrush","HETH","SandPond5826"," 2021-07-10 10:52:11","1SPM",180,"Lindsay Colyn",1,"Song","1",120,0.64,566.52,4120.17,3440682,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"667","Hermit Thrush","HETH","SandPond5826"," 2021-07-26 07:06:57","1SPM",180,"Sarah Neima",1,"Song","1",61.38,1.56,1133.05,5304.72,3404050,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"668","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-04 17:14:17","1SPM",180,"Lindsay Colyn",2,"Song","1",63.55,1.3,1133.05,4841.2,3410999,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"669","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",3,"Song","1",3.3,1.46,1442.06,4429.18,3409491,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"670","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 05:16:16","1SPM",180,"Sarah Neima",2,"Song","1",120.03,1.07,1184.55,4686.7,3409499,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"671","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 08:16:16","1SPM",180,"Lindsay Colyn",1,"Song","1",120.21,1.84,772.53,4841.2,3440009,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"672","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-07 08:16:16","1SPM",180,"Lindsay Colyn",2,"Song","1",127.95,2.48,824.03,3965.67,3440011,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"673","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-21 06:08:48","1SPM",180,"Lindsay Colyn",2,"Song","1",61.28,1.43,1339.06,6540.77,3411650,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"674","Hermit Thrush","HETH","SandPond5826"," 2021-07-24 20:57:03","1SPM",180,"Lindsay Colyn",2,"Song","1",61.2,1.89,412.02,4274.68,3440693,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"675","Hermit Thrush","HETH","WolfesIsland698161"," 2022-06-03 20:22:16","1SPM",180,"Sarah Neima",2,"Song","1",23.54,1.51,2060.09,5304.72,3406052,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"676","Hermit Thrush","HETH","SandPond5826"," 2021-07-10 10:52:11","1SPM",180,"Lindsay Colyn",2,"Song","1",64.48,1.88,1236.05,4686.7,3440681,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"677","Hermit Thrush","HETH","PortJoli797397"," 2021-06-18 05:38:11","1SPM",180,"Sarah Neima",1,"Song","1",120.99,0.66,463.52,3965.67,3402739,43.8778,-64.8997,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"678","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-18 20:36:12","1SPM",180,"Sarah Neima",2,"Song","1",126.75,1.63,1493.56,4120.17,3405213,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"679","Hermit Thrush","HETH","OwlsHead3879193"," 2021-06-18 05:26:26","1SPM",180,"Lindsay Colyn",1,"Song","1",124.91,1.8,103,4223.18,3400028,44.7388,-62.8343,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"680","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-21 06:08:48","1SPM",180,"Lindsay Colyn",1,"Song","1",121.93,1.61,669.53,5201.72,3411678,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"681","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-04 17:14:17","1SPM",180,"Lindsay Colyn",2,"Song","1",121.65,1.53,3914.16,6798.28,3439989,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"682","Hermit Thrush","HETH","PortLHebert527829"," 2021-06-21 06:08:48","1SPM",180,"Lindsay Colyn",1,"Song","1",0.83,0.76,1545.06,4223.18,3410987,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"683","Hermit Thrush","HETH","PortJoli797397"," 2021-06-18 05:38:11","1SPM",180,"Sarah Neima",1,"Song","1",28.04,2.46,978.54,4583.69,3402710,43.8778,-64.8997,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"684","Hermit Thrush","HETH","PortLHebert527829"," 2021-07-04 17:14:17","1SPM",180,"Lindsay Colyn",1,"Song","1",2.71,1.27,1802.58,4738.2,3410994,43.8018,-64.9323,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"685","Hermit Thrush","HETH","SandPond5826"," 2021-07-24 20:57:03","1SPM",180,"Lindsay Colyn",1,"Call","1",1.18,1.03,669.53,7055.79,3440686,43.8154,-65.827,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
"686","Hermit Thrush","HETH","WolfesIsland698161"," 2022-06-12 07:56:18","1SPM",180,"Lindsay Colyn",1,"Song","1",60.25,1.54,927.04,4635.19,3440714,44.72786,-62.7587,2640,"Catharus","guttatus","Aves","Passeriformes","Turdidae","Catharus guttatus","herthr","species",27739,"Passeriformes","Turdidae",NA
